,Codigo,Tipo error,Descripcion,I.Industrial,I.La Serena,I.Matriz,I.Bodega,Ult. fecha compra,Ult.fecha venta
889,00004874,Letras y numeros,CU 2745,,,N,,,11/07/2014
890,00004875,Letras y numeros,CU 2861,,,,,,
891,00004876,Letras y numeros,CU 2882,,,,,,
892,00004877,Letras y numeros,CU 2897,,,,,,
893,00004878,Letras y numeros,CU 2939,,,,,,
894,00004879,Letras y numeros,CU 2940,,,,,,
895,00004880,Letras y numeros,CU 3054,,,N,,28/02/2017,
896,00004881,Letras y numeros,CU 3059,,,,,,
897,00004882,Letras y numeros,CU 3337,,,N,,,17/10/2011
898,00004883,Letras y numeros,CU 3340,,,,,,
899,00004884,Letras y numeros,CU 3435,,,,,,
900,00004885,Letras y numeros,CU 3562,,N,,,,22/07/2022
901,00004886,Letras y numeros,CU 3858,,,,,,
902,00004887,Letras y numeros,CU 4007,,,,,,
903,00004888,Letras y numeros,CU 4251,,,N,,,15/05/2018
904,00004895,Letras y numeros,H 54,,,,,,
905,00004896,Letras y numeros,H 55,,,,,,
906,00004897,Letras y numeros,H 56,,,,,,
907,00004898,Letras y numeros,H 57,,,,,,
908,00004899,Letras y numeros,H 61,,,,,,
909,00004900,Letras y numeros,H 66/10,,,,,,
910,00004901,Letras y numeros,H 76,,,,,,
911,00004902,Letras y numeros,H 50,,,N,,,14/05/2018
912,00004903,Letras y numeros,H 51,,,,,,
913,00004904,Letras y numeros,H 52,,,,,,
914,00004905,Letras y numeros,H 53,,,,,,
915,00004906,Letras y numeros,H 57,,,,,,
916,00004907,Letras y numeros,H 58,,,,,,
917,00004908,Letras y numeros,H 63,,,,,,
918,00004909,Letras y numeros,H 64x,,,,,,
919,00004910,Letras y numeros,H 65,,,,,,
920,00004911,Letras y numeros,H 66x,,,,,,
921,00004912,Letras y numeros,H 67,,,N,,,02/05/2014
922,00004913,Letras y numeros,H 68,,,,,,
923,00004914,Letras y numeros,H 69,,,,,,
924,00004915,Letras y numeros,H 79,,,,,,
925,00004916,Letras y numeros,H 88,,,,,,
926,00004917,Letras y numeros,H 182,,,,,,
927,00004918,Letras y numeros,H 203,,,,,,
928,00004919,Letras y numeros,H 406,,,,,,
929,00004920,Letras y numeros,H 407,,,,,,
930,00004921,Letras y numeros,H 409,,,,,,
931,00004922,Letras y numeros,H 410,,,,,,
932,00004923,Letras y numeros,H 506,S,,,,,
933,00004924,Letras y numeros,H 513,,,,,,
934,00004925,Letras y numeros,H 601,,,,,,
935,00004927,Letras y numeros,H 601n,,,,,,
936,00004928,Letras y numeros,H 609,,,,,,
937,00004929,Letras y numeros,H 610,,,,,,
938,00004930,Letras y numeros,H 611,,,N,,,30/05/2017
939,00004931,Letras y numeros,H 611/10,,,,,,
940,00004932,Letras y numeros,H 612,,N,N,,,06/04/2022
941,00004934,Letras y numeros,H 614n,,,N,,,15/01/2016
942,00004935,Letras y numeros,H 614x,,,,,,
943,00004937,Letras y numeros,H 616/10,,,,,,
944,00004938,Letras y numeros,H 617n,,,,,,
945,00004939,Letras y numeros,H 621,,,,,,
946,00004940,Letras y numeros,H 622,,,,,,
947,00004941,Letras y numeros,H 625,,,,,,
948,00004942,Letras y numeros,H 631,,,N,,,27/05/2015
949,00004943,Letras y numeros,H 660,,,,,,
950,00004944,Letras y numeros,H 710,,,,,,
951,00004945,Letras y numeros,H 710/5,,,,,,
952,00004947,Letras y numeros,H 713x,,,N,,,05/07/2022
953,00004949,Letras y numeros,H 716/10,,,,,,
954,00004950,Letras y numeros,H 716x,,N,N,,,
955,00004951,Letras y numeros,H 717,,,,,,
956,00004952,Letras y numeros,H 717/1,,,,,,
957,00004953,Letras y numeros,H 718/10,,,,,,
958,00004954,Letras y numeros,H 719/10,,,,,,
959,00004955,Letras y numeros,H 720/10,,,N,,,01/12/2017
960,00004956,Letras y numeros,H 720x,,,,,,
961,00004957,Letras y numeros,H 721,,,,,,
962,00004958,Letras y numeros,H 723,,N,,,,10/05/2022
963,00004959,Letras y numeros,H 724,,,,,,
964,00004960,Letras y numeros,H 725,,,,,,
965,00004961,Letras y numeros,H 726/10,,,,,,
966,00004962,Letras y numeros,H 726x,,,,,,
967,00004965,Letras y numeros,H 728,,,,,,
968,00004966,Letras y numeros,H 729,,,,,,
969,00004967,Letras y numeros,H 729/10,,S,,,,14/09/2017
970,00004968,Letras y numeros,H 730x,,,,,,
971,00004969,Letras y numeros,H 737,,,,,,
972,00004970,Letras y numeros,H 746,,,,,,
973,00004971,Letras y numeros,H 749,,,,,,
974,00004972,Letras y numeros,H 804/10x,,,,,,
975,00004973,Letras y numeros,H 804d,,,,,,
976,00004974,Letras y numeros,H 804x,,,N,,,29/03/2017
977,00004975,Letras y numeros,H 805,,,,,,
978,00004976,Letras y numeros,H 807,,,,,,
979,00004977,Letras y numeros,H 809,,,,,,
980,00004978,Letras y numeros,H 811,,,N,,,31/08/2013
981,00004981,Letras y numeros,H 813x,,,,,,
982,00004982,Letras y numeros,H 813x,,,N,,,17/06/2019
983,00004983,Letras y numeros,H 814,,,,,,
984,00004984,Letras y numeros,H 816/5,,,,,,
985,00004986,Letras y numeros,H 816x,,N,N,,,05/04/2018
986,00004987,Letras y numeros,H 817,,,,,,
987,00004989,Letras y numeros,H 818/5,,,,,,
988,00004991,Letras y numeros,H 819n,,,N,,,24/08/2013
989,00004994,Letras y numeros,H 822/1x,,,,,,
990,00004997,Letras y numeros,H 824/11,,,N,,,
991,00004998,Letras y numeros,H 824/15,,,,,,
992,00004999,Letras y numeros,H 824/1x,,,,,,
993,00005000,Letras y numeros,H 825/1,,S,N,,,22/01/2014
994,00005002,Letras y numeros,H 826,,,,,,
995,00005003,Letras y numeros,H 827,,,,,,
996,00005004,Letras y numeros,H 828,,,,,,
997,00005005,Letras y numeros,H 828/10,,,,,,
998,00005006,Letras y numeros,H 828/5,,,,,,
999,00005007,Letras y numeros,H 829,,,,,,
1000,00005008,Letras y numeros,H 829/3,,,N,,,19/12/2013
1001,00005010,Letras y numeros,H 831x,,,,,,
1002,00005011,Letras y numeros,H 833,,,,,,
1003,00005012,Letras y numeros,H 834,,,,,,
1004,00005013,Letras y numeros,H 837,,,,,,
1005,00005014,Letras y numeros,H 838,,,,,,
1006,00005015,Letras y numeros,H 841,,,,,,
1007,00005016,Letras y numeros,H 845,,,,,,
1008,00005017,Letras y numeros,H 846,,S,,,,02/10/2018
1009,00005018,Letras y numeros,H 849/10,,,,,,
1010,00005019,Letras y numeros,H 853,,,,,,
1011,00005020,Letras y numeros,H 854x,,,N,,,27/07/2013
1012,00005021,Letras y numeros,H 909,,,,,,
1013,00005022,Letras y numeros,H 910/2,,,,,,
1014,00005024,Letras y numeros,H 914,,,N,,,16/11/2015
1015,00005025,Letras y numeros,H 914/10,,,,,,
1016,00005027,Letras y numeros,H 916x,N,,N,,,
1017,00005028,Letras y numeros,H 919,,,,,,
1018,00005030,Letras y numeros,H 921/20,,,,,,
1019,00005031,Letras y numeros,H 921/30,,,,,,
1020,00005033,Letras y numeros,H 922/1x,,,,,,
1021,00005034,Letras y numeros,H 923x,,,,,,
1022,00005035,Letras y numeros,H 924,,,,,,
1023,00005036,Letras y numeros,H 925/1x,,,,,,
1024,00005037,Letras y numeros,H 926,,,N,,,24/10/2011
1025,00005039,Letras y numeros,H 928/1t,,,,,,
1026,00005040,Letras y numeros,H 929x,,,,,,
1027,00005041,Letras y numeros,H 930,,,,S,,
1028,00005042,Letras y numeros,H 930/15x,,N,,,,29/07/2014
1029,00005043,Letras y numeros,H 930/3x,,,,,,
1030,00005044,Letras y numeros,H 932,,,,,,
1031,00005046,Letras y numeros,H 933,,S,N,,,06/01/2014
1032,00005047,Letras y numeros,H 934/1,,,,,,
1033,00005048,Letras y numeros,H 934/10,,,,,,
1034,00005049,Letras y numeros,H 936/1x,,,N,,,22/12/2020
1035,00005050,Letras y numeros,H 937/50,,,,,,
1036,00005051,Letras y numeros,H 938,,,,,,
1037,00005052,Letras y numeros,H 938/10,,,,,,
1038,00005053,Letras y numeros,H 938/50,,,,,,
1039,00005056,Letras y numeros,H 941/5,,,,,,
1040,00005057,Letras y numeros,H 941x,,,N,,,04/07/2016
1041,00005058,Letras y numeros,H 944/10,,,,,,
1042,00005059,Letras y numeros,H 944/5,,,,,,
1043,00005060,Letras y numeros,H 945x,,,,,,
1044,00005061,Letras y numeros,H 946,,,,,,
1045,00005064,Letras y numeros,H 948x,,,N,,,09/11/2021
1046,00005065,Letras y numeros,H 949/10,,,,,,
1047,00005066,Letras y numeros,H 949/15,,,,,,
1048,00005067,Letras y numeros,H 950,,,,,,
1049,00005069,Letras y numeros,H 953x,,,,,,
1050,00005070,Letras y numeros,H 963,,,,,,
1051,00005071,Letras y numeros,H 976,,,,,,
1052,00005072,Letras y numeros,H 976/1,,,,,,
1053,00005073,Letras y numeros,H 983,,,,,,
1054,00005074,Letras y numeros,H 992,,,N,,,23/05/2013
1055,00005075,Letras y numeros,H 1008,,,,S,,
1056,00005076,Letras y numeros,H 1011,,,,,,
1057,00005077,Letras y numeros,H 1012,,,N,,,08/02/2018
1058,00005078,Letras y numeros,H 1012t,,,N,,,01/06/2019
1059,00005079,Letras y numeros,H 1013x,,,,,,
1060,00005080,Letras y numeros,H 1017n,,,,,,
1061,00005081,Letras y numeros,H 1018/2n,,,,,,
1062,00005082,Letras y numeros,H 1023,,,,,,
1063,00005083,Letras y numeros,H 1026,,,N,,,30/10/2020
1064,00005085,Letras y numeros,H 1029/1n,,,,,,
1065,00005086,Letras y numeros,H 1031,,,,,,
1066,00005089,Letras y numeros,H 1033/3,,,,,,
1067,00005091,Letras y numeros,H 1034/3x,,,,,,
1068,00005092,Letras y numeros,H 1035,,,N,,,26/02/2016
1069,00005095,Letras y numeros,H 1041,,,N,,,29/09/2021
1070,00005096,Letras y numeros,H 1042/2,,,,,,
1071,00005097,Letras y numeros,H 1043/11,,,,,,
1072,00005098,Letras y numeros,H 1044x,,,,,,
1073,00005099,Letras y numeros,H 1045/10,,,,,,
1074,00005100,Letras y numeros,H 1045/15,,,,,,
1075,00005101,Letras y numeros,H 1046,,,,,,
1076,00005102,Letras y numeros,H 1048t,,,,,,
1077,00005103,Letras y numeros,H 1049/1,,,,,,
1078,00005104,Letras y numeros,H 1050/2,,,,,,
1079,00005105,Letras y numeros,H 1050x,,,,,,
1080,00005106,Letras y numeros,H 1052/8,,,,,,
1081,00005107,Letras y numeros,H 1052x,,,,,,
1082,00005108,Letras y numeros,H 1053/2n,,,,,,
1083,00005110,Letras y numeros,H 1054x,,,N,,,17/06/2014
1084,00005111,Letras y numeros,H 1056,,,,,,
1085,00005112,Letras y numeros,H 1060,,,,,,
1086,00005113,Letras y numeros,H 1060n,,,N,,,08/04/2013
1087,00005114,Letras y numeros,H 1061,,,,,,
1088,00005115,Letras y numeros,H 1065/2,,,,,,
1089,00005116,Letras y numeros,H 1067/1x,,,,,,
1090,00005117,Letras y numeros,H 1068/2,,,,,,
1091,00005118,Letras y numeros,H 1069x,,,,,,
1092,00005119,Letras y numeros,H 1072/11x,,,,,,
1093,00005120,Letras y numeros,H 1073,,,,,,
1094,00005121,Letras y numeros,H 1074,,,N,,,03/02/2016
1095,00005122,Letras y numeros,H 1075x,,,,,,
1096,00005123,Letras y numeros,H 1076x,,,,,,
1097,00005124,Letras y numeros,H 1081,,,,,,
1098,00005125,Letras y numeros,H 1089,,,,,,
1099,00005126,Letras y numeros,H 1089/1,,,,,,
1100,00005127,Letras y numeros,H 1099,,,,,,
1101,00005128,Letras y numeros,H 1122x,,,N,,,09/05/2016
1102,00005129,Letras y numeros,H 1132,,,,,,
1103,00005130,Letras y numeros,H 1137,,,,,,
1104,00005131,Letras y numeros,H 1142,,,,,,
1105,00005132,Letras y numeros,H 1144,,,,,,
1106,00005136,Letras y numeros,H 1150,,,,,,
1107,00005137,Letras y numeros,H 1153,,,,,,
1108,00005138,Letras y numeros,H 1154,,,,S,,
1109,00005139,Letras y numeros,H 1155,,,,,,
1110,00005140,Letras y numeros,H 1162x,,,N,,,25/09/2017
1111,00005141,Letras y numeros,H 1163x,,,,,,
1112,00005142,Letras y numeros,H 1164/10,,,,,,
1113,00005144,Letras y numeros,H 1165,,,,,,
1114,00005145,Letras y numeros,H 1165/1,,,,,,
1115,00005146,Letras y numeros,H 1166,,,,,,
1116,00005147,Letras y numeros,H 1168x,,,,,,
1117,00005148,Letras y numeros,H 1171,,,,,,
1118,00005149,Letras y numeros,H 1172,,,,,,
1119,00005150,Letras y numeros,H 1175/10,,,,,,
1120,00005151,Letras y numeros,H 1176,,,,,,
1121,00005152,Letras y numeros,H 1184,,,,,,
1122,00005153,Letras y numeros,H 1186x,,,,,,
1123,00005154,Letras y numeros,H 1187,,,,,,
1124,00005155,Letras y numeros,H 1191x,,,,,,
1125,00005156,Letras y numeros,H 1194x,,,,,,
1126,00005157,Letras y numeros,H 1198x,,,,,,
1127,00005158,Letras y numeros,H 1199,,,,,,
1128,00005159,Letras y numeros,H 1243,,N,,,,
1129,00005160,Letras y numeros,H 1244,,,,,,
1130,00005161,Letras y numeros,H 1247x,,,,,,
1131,00005162,Letras y numeros,H 1248,,,,,,
1132,00005163,Letras y numeros,H 1255,,,,,,
1133,00005164,Letras y numeros,H 1258/1,,,N,,,21/03/2017
1134,00005166,Letras y numeros,H 1262,,,,,,
1135,00005169,Letras y numeros,H 1273,,,,,,
1136,00005171,Letras y numeros,H 1276/20,,,,,,
1137,00005172,Letras y numeros,H 1277/10,,,,,,
1138,00005173,Letras y numeros,H 1279,,,,,,
1139,00005174,Letras y numeros,H 1279/1,,,,,,
1140,00005175,Letras y numeros,H 1281x,,,,,,
1141,00005177,Letras y numeros,H 1286/1,,,,,,
1142,00005178,Letras y numeros,H 1290/1,,,,,,
1143,00005179,Letras y numeros,H 1290/10,,,,,,
1144,00005180,Letras y numeros,H 1291/1,,,,,,
1145,00005181,Letras y numeros,H 1295,,,,,,
1146,00005182,Letras y numeros,H 1307,,,,,,
1147,00005183,Letras y numeros,H 1334x,,,,,,
1148,00005184,Letras y numeros,H 1344,,,,,,
1149,00005185,Letras y numeros,H 1346x,,,,,,
1150,00005186,Letras y numeros,H 1356,,,,,,
1151,00005187,Letras y numeros,H 1360,,,,,,
1152,00005188,Letras y numeros,H 1361x,N,,,,,
1153,00005190,Letras y numeros,H 1365x,,,,,,
1154,00005191,Letras y numeros,H 1375,,,,,,
1155,00005192,Letras y numeros,H 1382,,,,,,
1156,00005193,Letras y numeros,H 1386,,,,,,
1157,00005194,Letras y numeros,H 1386/5,,,,,,
1158,00005195,Letras y numeros,H 1394,,,,,,
1159,00005196,Letras y numeros,H 1395x,,,,,,
1160,00005198,Letras y numeros,H 1460,,,,,,
1161,00005199,Letras y numeros,H 1464,,,,,,
1162,00005200,Letras y numeros,H 1471/10,,,,,,
1163,00005201,Letras y numeros,H 1496,,,,,,
1164,00005202,Letras y numeros,H 1497/0x,S,,,,,
1165,00005203,Letras y numeros,H 1497/1,,,N,,,22/08/2014
1166,00005204,Letras y numeros,H 1497/1x,,,,,,
1167,00005205,Letras y numeros,H 1538,,,,,,
1168,00005206,Letras y numeros,H 1565/1,,,,,,
1169,00005207,Letras y numeros,H 1582,,,,,,
1170,00005208,Letras y numeros,H 1599,,,,,,
1171,00005209,Letras y numeros,H 1664,,,,S,,
1172,00005210,Letras y numeros,H 1686,,,,,,
1173,00005211,Letras y numeros,H 1734,,,,,,
1174,00005212,Letras y numeros,H 1796,,,,,,
1175,00005213,Letras y numeros,H 3010X,,,,,,
1176,00005214,Letras y numeros,H 3230x,,,,,,
1177,00005215,Letras y numeros,H 7124,,,,,,
1178,00005216,Letras y numeros,H 10101,,,,,,
1179,00005217,Letras y numeros,H 10113,,,,,,
1180,00005218,Letras y numeros,H 10124,,,,,,
1181,00005219,Letras y numeros,H 10143,,,,,,
1182,00005220,Letras y numeros,H 11100,,,,,,
1183,00005221,Letras y numeros,H 11103,,,,,,
1184,00005222,Letras y numeros,H 11106/1x,,,,,,
1185,00005223,Letras y numeros,H 11109/1,,,,,,
1186,00005224,Letras y numeros,H 11130,,,,,,
1187,00005225,Letras y numeros,H 11142,,,,,,
1188,00005226,Letras y numeros,H 11180,,,,,,
1189,00005229,Letras y numeros,H 12105d,,S,,,,20/04/2017
1190,00005230,Letras y numeros,H 12105n,,,,,,
1191,00005232,Letras y numeros,H 12106,,,,,,
1192,00005233,Letras y numeros,H 12107,,,,,,
1193,00005234,Letras y numeros,H 12107/2,,,,,,
1194,00005237,Letras y numeros,H 12116,,,,,,
1195,00005238,Letras y numeros,H 12122,,,,,,
1196,00005239,Letras y numeros,H 12151,,,,,,
1197,00005240,Letras y numeros,H 13104,,,,,,
1198,00005241,Letras y numeros,H 13104/1,,,,,,
1199,00005242,Letras y numeros,H 13110,,,,,,
1200,00005243,Letras y numeros,H 13118x,,,,,,
1201,00005244,Letras y numeros,H 13122,,,,,,
1202,00005245,Letras y numeros,H 13127,,,N,,13/03/2013,
1203,00005246,Letras y numeros,H 13129x,,,,,,
1204,00005247,Letras y numeros,H 13135,,,,,,
1205,00005248,Letras y numeros,H 14106x,,,,,,
1206,00005249,Letras y numeros,H 14111/1,,,,,,
1207,00005250,Letras y numeros,H 14151,,,,,,
1208,00005251,Letras y numeros,H 15103,,,,,,
1209,00005252,Letras y numeros,H 15111/2,,,,,,
1210,00005253,Letras y numeros,H 15123,,,,,,
1211,00005254,Letras y numeros,H 15124,,,,,,
1212,00005255,Letras y numeros,H 15129,,,,,,
1213,00005256,Letras y numeros,H 15138,,,,,,
1214,00005257,Letras y numeros,H 15160,,,,,,
1215,00005258,Letras y numeros,H 15168,,,,,,
1216,00005259,Letras y numeros,H 15185,,,,,,
1217,00005261,Letras y numeros,H 15190/11,,,,,,
1218,00005262,Letras y numeros,H 15190/16,,,,,,
1219,00005263,Letras y numeros,H 15202,,,,,,
1220,00005264,Letras y numeros,H 15220x,,,,,,
1221,00005265,Letras y numeros,H 15222/2,,,,,,
1222,00005266,Letras y numeros,H 15223,,,,,,
1223,00005267,Letras y numeros,H 15239,,,,,,
1224,00005268,Letras y numeros,H 15263,,,,,,
1225,00005269,Letras y numeros,H 15290,,,,,,
1226,00005270,Letras y numeros,H 15323,,,,,,
1227,00005271,Letras y numeros,H 16103,,,,,,
1228,00005272,Letras y numeros,H 16164,,,,,,
1229,00005273,Letras y numeros,H 16198,,,,,,
1230,00005274,Letras y numeros,H 16543,,,,,,
1231,00005275,Letras y numeros,H 17036,,,,,,
1232,00005276,Letras y numeros,H 17036/1,,,,,,
1233,00005277,Letras y numeros,H 17160,,,,,,
1234,00005278,Letras y numeros,H 17192,,,,,,
1235,00005279,Letras y numeros,H 17238,,,,,,
1236,00005280,Letras y numeros,H 17250,,,,,,
1237,00005281,Letras y numeros,H 17307,,,,,,
1238,00005282,Letras y numeros,H 18112,,,,,,
1239,00005283,Letras y numeros,H 18180,,,,,,
1240,00005284,Letras y numeros,H 18265,,,,,,
1241,00005285,Letras y numeros,H 18286,,S,N,,,22/08/2012
1242,00005286,Letras y numeros,H 19245,,,,,,
1243,00005287,Letras y numeros,H 19545,,,,,,
1244,00005288,Letras y numeros,H 20337,,,,,,
1245,00005289,Letras y numeros,H 20337/1,,,,,,
1246,00005290,Letras y numeros,H 20440,,,,,,
1247,00005291,Letras y numeros,H 21105x,,,,,,
1248,00005292,Letras y numeros,HD 31,,,N,,,
1249,00005293,Letras y numeros,HD 44,,,,,,
1250,00005294,Letras y numeros,HD 53,,,,,,
1251,00005295,Letras y numeros,HD 48,,,,,,
1252,00005296,Letras y numeros,HD 54,,,,,,
1253,00005297,Letras y numeros,HD 54/1,,,,,,
1254,00005298,Letras y numeros,HD 55,,,,,,
1255,00005299,Letras y numeros,HD 61,,,,,,
1256,00005300,Letras y numeros,HD 68,,,,,,
1257,00005301,Letras y numeros,HD 71,,,,,,
1258,00005302,Letras y numeros,HD 85,,,,,,
1259,00005303,Letras y numeros,HD 403,,,,,,
1260,00005304,Letras y numeros,HD 407,,,,,,
1261,00005305,Letras y numeros,HD 503,,,,,,
1262,00005306,Letras y numeros,HD 505,,,,,,
1263,00005307,Letras y numeros,HD 505/1,,,,,,
1264,00005308,Letras y numeros,HD 507/1,,,,,,
1265,00005309,Letras y numeros,HD 508,,,,,,
1266,00005310,Letras y numeros,HD 509,,,,,,
1267,00005311,Letras y numeros,HD 511,,,,,,
1268,00005312,Letras y numeros,HD 603,,,,,,
1269,00005313,Letras y numeros,HD 604,,,,,,
1270,00005314,Letras y numeros,HD 606,,,,,,
1271,00005315,Letras y numeros,HD 606/1,,,,,,
1272,00005316,Letras y numeros,HD 609,,,N,,,15/10/2011
1273,00005317,Letras y numeros,HD 612,,,N,,01/06/2017,
1274,00005318,Letras y numeros,HD 615,,,,,,
1275,00005319,Letras y numeros,HD 614,,,,,,
1276,00005320,Letras y numeros,HD 617,,,,,,
1277,00005321,Letras y numeros,HD 619,,,,,,
1278,00005322,Letras y numeros,HD 624,,,,,,
1279,00005323,Letras y numeros,HD 704,,,,,,
1280,00005324,Letras y numeros,HD 705,,,,,,
1281,00005325,Letras y numeros,HD 705/10,,,,,,
1282,00005326,Letras y numeros,HD 706,,,,,30/07/2010,
1283,00005327,Letras y numeros,HD 707,,,,,,
1284,00005328,Letras y numeros,HD 708,,,,,,
1285,00005329,Letras y numeros,HD 709,,,,,,
1286,00005330,Letras y numeros,HD 711,,,,,,
1287,00005331,Letras y numeros,HD 714,,,,,,
1288,00005332,Letras y numeros,HD 725,,,,,,
1289,00005333,Letras y numeros,HD 802,,,,,,
1290,00005334,Letras y numeros,HD 804,,,,,,
1291,00005335,Letras y numeros,HD 808,,,,,,
1292,00005336,Letras y numeros,HD 811,,,,,,
1293,00005337,Letras y numeros,HD 816,,,,,,
1294,00005338,Letras y numeros,HD 817x,,,,,,
1295,00005339,Letras y numeros,HD 817/1,,,,,,
1296,00005340,Letras y numeros,HD 817/2,,,,,,
1297,00005342,Letras y numeros,HD 825,,,,,,
1298,00005343,Letras y numeros,HD 830,,,,,,
1299,00005344,Letras y numeros,HD 833,,,,,,
1300,00005345,Letras y numeros,HD 865,,,,,,
1301,00005346,Letras y numeros,HD 867,,,,,,
1302,00005347,Letras y numeros,HD 868,,,,,,
1303,00005348,Letras y numeros,HD 868/1,,,,,,
1304,00005349,Letras y numeros,HD 904,,,,,,
1305,00005350,Letras y numeros,HD 904/10,,,,,,
1306,00005351,Letras y numeros,HD 908,,,,,,
1307,00005352,Letras y numeros,HD 914,,,,,,
1308,00005353,Letras y numeros,HD 916,,,,,,
1309,00005354,Letras y numeros,HD 921,,,,,,
1310,00005355,Letras y numeros,HD 925,,,,,,
1311,00005356,Letras y numeros,HD 931,,,,,,
1312,00005357,Letras y numeros,HD 932,,,,,,
1313,00005358,Letras y numeros,HD 938x,,,,,,
1314,00005359,Letras y numeros,HD 939,,,,,,
1315,00005360,Letras y numeros,HD 954x,,,,,,
1316,00005361,Letras y numeros,HD 960,,,,,,
1317,00005362,Letras y numeros,HD 976,,,,,,
1318,00005363,Letras y numeros,HD 1012,,,N,,,
1319,00005364,Letras y numeros,HD 1012/1,,,,,,
1320,00005365,Letras y numeros,HD 1019,,,,,,
1321,00005366,Letras y numeros,HD 1020,,,,,,
1322,00005367,Letras y numeros,HD 1021,,,,,,
1323,00005368,Letras y numeros,HD 1022,,,,,,
1324,00005369,Letras y numeros,HD 1029x,,,,,,
1325,00005370,Letras y numeros,HD 1030,,,,,,
1326,00005371,Letras y numeros,HD 1031,,,,,,
1327,00005372,Letras y numeros,HD 1031/1,,,,,,
1328,00005373,Letras y numeros,HD 1032,,,,,,04/01/2010
1329,00005374,Letras y numeros,HD 1033,,,,,,
1330,00005375,Letras y numeros,HD 1034,,,,,,
